image_path,steering_angle,label
Circuito Invertido/turn_right/20250614_101117_301453.jpg,0.048,turn_right
Circuito Normal/straight/20250614_094128_351437.jpg,0.0,straight
Dark Section Extra/turn_left/20250618_205000_915931.jpg,-0.052,turn_left
Circuito Invertido/turn_right/20250614_100608_691710.jpg,0.08,turn_right
Middle Section Normal Extra/straight/20250618_200036_419308.jpg,0.02,straight
Middle Section Normal/turn_left/20250616_210959_342871.jpg,-0.042,turn_left
Middle Section Normal Extra/turn_left/20250618_200125_116554.jpg,-0.068,turn_left
Circuito Medio Normal/turn_left/20250614_101644_779111.jpg,-0.096,turn_left
Middle Section Normal/straight/20250616_211305_495339.jpg,-0.014,straight
Middle Section Normal Extra/turn_left/20250618_195807_225311.jpg,-0.056,turn_left
Maniobras/straight/20250621_112550_799163.jpg,-0.026,straight
Middle Section Normal Extra/turn_left/20250618_200126_092253.jpg,-0.08,turn_left
Circuito Invertido/turn_left/20250614_101204_291271.jpg,-0.048,turn_left
Circuito Normal/turn_left/20250614_095543_758572.jpg,-0.09,turn_left
Circuito Normal/straight/20250614_095249_114622.jpg,0.005,straight
Circuito Invertido/straight/20250614_100332_556550.jpg,-0.008,straight
Maniobras/turn_right/20250621_112332_087885.jpg,0.064,turn_right
Circuito Invertido/turn_right/20250614_100727_981529.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095546_577289.jpg,-0.07,turn_left
Middle Section Normal Extra/turn_right/20250618_200055_756862.jpg,0.036,turn_right
Dark Section/turn_left/20250618_201903_590287.jpg,-0.07,turn_left
Circuito Invertido/straight/20250614_100939_531732.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_101107_336326.jpg,0.08,turn_right
Circuito Normal/straight/20250614_095212_169030.jpg,0.005,straight
Middle Section Normal/turn_left/20250616_211110_373228.jpg,-0.064,turn_left
Circuito Normal/straight/20250614_095647_743995.jpg,0.005,straight
Circuito Invertido/straight/20250614_100056_444842.jpg,-0.004,straight
Circuito Normal/straight/20250614_094620_267248.jpg,0.02,straight
Maniobras/turn_left/20250621_112156_112841.jpg,-0.03,turn_left
Circuito Medio Invertido/straight/20250614_101945_607152.jpg,-0.004,straight
Circuito Invertido/turn_right/20250614_100901_845435.jpg,0.044,turn_right
Circuito Medio Invertido/straight/20250614_102223_853337.jpg,-0.004,straight
Circuito Normal/straight/20250614_094314_452247.jpg,-0.005,straight
Circuito Invertido/straight/20250614_100712_041480.jpg,0.0,straight
Circuito Invertido/straight/20250614_101036_831284.jpg,0.028,straight
Middle Section Normal Extra/turn_left/20250618_200111_213734.jpg,-0.078,turn_left
Circuito Invertido/straight/20250614_100457_569659.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102006_420739.jpg,0.072,turn_right
Middle Section Normal Extra/turn_right/20250618_200005_404492.jpg,0.06,turn_right
Circuito Invertido/straight/20250614_100055_956421.jpg,-0.004,straight
Maniobras/straight/20250621_112637_352912.jpg,-0.018,straight
Circuito Invertido/turn_right/20250614_101157_172839.jpg,0.032,turn_right
Circuito Invertido/turn_left/20250614_100308_234744.jpg,-0.08,turn_left
Dark Section Extra/turn_left/20250618_204929_106185.jpg,-0.068,turn_left
Circuito Medio Invertido/straight/20250614_102208_735027.jpg,0.004,straight
Circuito Normal/turn_right/20250614_095055_247168.jpg,0.1,turn_right
Middle Section Normal/turn_right/20250616_211127_238084.jpg,0.052,turn_right
Circuito Invertido/straight/20250614_100830_773739.jpg,0.012,straight
Circuito Normal/straight/20250614_095302_634059.jpg,-0.015,straight
Dark Section Extra/straight/20250618_204834_770725.jpg,0.022,straight
Middle Section Normal Extra/turn_left/20250618_195813_662153.jpg,-0.072,turn_left
Circuito Normal/turn_right/20250614_094149_737475.jpg,0.05,turn_right
Circuito Medio Invertido/turn_right/20250614_102226_863261.jpg,0.048,turn_right
Middle Section Normal/turn_left/20250616_211019_753465.jpg,-0.038,turn_left
Middle Section Normal Extra/turn_right/20250618_200002_461375.jpg,0.108,turn_right
Circuito Normal/straight/20250614_094537_346902.jpg,-0.03,turn_left
Circuito Medio Normal/straight/20250614_101649_437846.jpg,-0.004,straight
Circuito Medio Invertido/turn_right/20250614_101916_053269.jpg,0.032,turn_right
Circuito Normal/straight/20250614_095800_134988.jpg,-0.01,straight
Circuito Medio Normal/turn_left/20250614_101553_324205.jpg,-0.076,turn_left
Circuito Invertido/turn_right/20250614_101123_442244.jpg,0.068,turn_right
Circuito Normal/turn_left/20250614_095158_580339.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094143_485108.jpg,0.005,straight
Dark Section Extra/turn_left/20250618_205002_442839.jpg,-0.034,turn_left
Circuito Invertido/turn_right/20250614_101211_288153.jpg,0.056,turn_right
Circuito Normal/straight/20250614_095250_767990.jpg,-0.005,straight
Circuito Medio Normal/turn_left/20250614_101448_362523.jpg,-0.064,turn_left
Circuito Normal/turn_right/20250614_094153_843856.jpg,0.075,turn_right
Maniobras/turn_left/20250621_112424_990286.jpg,-0.09,turn_left
Circuito Invertido/straight/20250614_100617_619402.jpg,0.012,straight
Middle Section Normal/turn_left/20250616_211359_095615.jpg,-0.074,turn_left
Circuito Medio Normal/straight/20250614_101728_936794.jpg,-0.016,straight
Circuito Invertido/straight/20250614_101044_674803.jpg,-0.0,straight
Dark Section Extra/turn_left/20250618_204811_717570.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_095544_239000.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_094310_998428.jpg,0.005,straight
Circuito Invertido/turn_right/20250614_100812_758116.jpg,0.04,turn_right
Circuito Invertido/straight/20250614_100125_883768.jpg,-0.004,straight
Middle Section Normal Extra/turn_left/20250618_195716_192927.jpg,-0.054,turn_left
Middle Section Normal/turn_left/20250616_211314_370556.jpg,-0.076,turn_left
Circuito Normal/straight/20250614_094440_045120.jpg,-0.005,straight
Maniobras/turn_right/20250621_112410_106464.jpg,0.06,turn_right
Circuito Normal/turn_left/20250614_094322_070518.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_095237_716080.jpg,-0.015,straight
Circuito Normal/straight/20250614_094526_277028.jpg,-0.02,straight
Circuito Normal/straight/20250614_094557_601035.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195934_110579.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_100043_090444.jpg,0.096,turn_right
Circuito Medio Normal/turn_left/20250614_101628_517705.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_101244_939625.jpg,0.04,turn_right
Circuito Normal/straight/20250614_094757_848921.jpg,-0.03,turn_left
Circuito Normal/turn_left/20250614_094643_552576.jpg,-0.055,turn_left
Circuito Normal/straight/20250614_095202_545612.jpg,-0.015,straight
Circuito Medio Normal/turn_left/20250614_101613_619439.jpg,-0.056,turn_left
Maniobras/turn_left/20250621_112402_123785.jpg,-0.08,turn_left
Circuito Invertido/turn_right/20250614_101152_632718.jpg,0.064,turn_right
Circuito Normal/straight/20250614_095236_047302.jpg,0.005,straight
Circuito Medio Invertido/turn_right/20250614_102248_433920.jpg,0.076,turn_right
Circuito Normal/straight/20250614_094133_877805.jpg,-0.03,turn_left
Middle Section Normal/turn_left/20250616_211309_265317.jpg,-0.058,turn_left
Middle Section Normal/turn_left/20250616_211115_846477.jpg,-0.064,turn_left
Circuito Invertido/straight/20250614_101037_988534.jpg,0.004,straight
Circuito Normal/straight/20250614_094601_592101.jpg,0.0,straight
Circuito Invertido/straight/20250614_100116_309087.jpg,-0.004,straight
Circuito Medio Normal/turn_left/20250614_101646_959629.jpg,-0.064,turn_left
Middle Section Normal Extra/turn_left/20250618_195826_898214.jpg,-0.05,turn_left
Dark Section/turn_left/20250618_201913_506259.jpg,-0.106,turn_left
Circuito Invertido/turn_right/20250614_100605_701900.jpg,0.056,turn_right
Middle Section Normal Extra/turn_left/20250618_200113_843629.jpg,-0.058,turn_left
Circuito Normal/straight/20250614_094315_950249.jpg,-0.005,straight
Middle Section Normal Extra/turn_left/20250618_195811_872722.jpg,-0.072,turn_left
Circuito Normal/straight/20250614_095407_653997.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_101948_106358.jpg,0.044,turn_right
Maniobras/turn_left/20250621_112157_777525.jpg,-0.03,turn_left
Circuito Invertido/turn_right/20250614_101212_810895.jpg,0.056,turn_right
Circuito Normal/straight/20250614_095655_173704.jpg,0.015,straight
Circuito Medio Normal/turn_left/20250614_101610_294388.jpg,-0.076,turn_left
Circuito Medio Invertido/turn_right/20250614_101916_533943.jpg,0.064,turn_right
Circuito Medio Invertido/turn_right/20250614_102004_262061.jpg,0.108,turn_right
Circuito Normal/straight/20250614_094228_250019.jpg,0.0,straight
Dark Section/turn_left/20250618_201827_706543.jpg,-0.068,turn_left
Middle Section Normal Extra/turn_right/20250618_195656_002942.jpg,0.046,turn_right
Circuito Normal/turn_left/20250614_094541_134899.jpg,-0.045,turn_left
Circuito Invertido/turn_right/20250614_101213_475520.jpg,0.056,turn_right
Circuito Invertido/turn_right/20250614_101245_107283.jpg,0.04,turn_right
Dark Section/turn_left/20250618_201914_822257.jpg,-0.086,turn_left
Dark Section/turn_left/20250618_201745_867522.jpg,-0.11,turn_left
Circuito Normal/turn_right/20250614_095530_539588.jpg,0.115,turn_right
Circuito Invertido/turn_right/20250614_101143_722011.jpg,0.056,turn_right
Circuito Invertido/turn_right/20250614_100044_574373.jpg,0.072,turn_right
Circuito Invertido/turn_left/20250614_100733_949017.jpg,-0.068,turn_left
Circuito Medio Normal/turn_left/20250614_101631_020454.jpg,-0.032,turn_left
Circuito Normal/turn_right/20250614_094625_874276.jpg,0.075,turn_right
Circuito Normal/turn_left/20250614_095700_311917.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094554_166333.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211127_386955.jpg,0.056,turn_right
Maniobras/turn_right/20250621_112547_487745.jpg,0.056,turn_right
Maniobras/straight/20250621_112609_368600.jpg,-0.01,straight
Circuito Normal/turn_left/20250614_095631_461558.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094552_005552.jpg,-0.015,straight
Circuito Normal/turn_left/20250614_094629_672598.jpg,-0.13,turn_left
Circuito Invertido/turn_right/20250614_100105_677995.jpg,0.112,turn_right
Maniobras/straight/20250621_112259_919520.jpg,-0.028,straight
Maniobras/straight/20250621_112238_137507.jpg,0.0,straight
Circuito Invertido/straight/20250614_100318_409522.jpg,0.004,straight
Circuito Normal/straight/20250614_094011_318910.jpg,0.0,straight
Circuito Normal/turn_left/20250614_094452_484342.jpg,-0.065,turn_left
Circuito Normal/straight/20250614_094245_842344.jpg,-0.02,straight
Circuito Medio Normal/turn_left/20250614_101704_772207.jpg,-0.036,turn_left
Circuito Normal/turn_right/20250614_095059_229459.jpg,0.055,turn_right
Circuito Medio Invertido/turn_right/20250614_102200_573337.jpg,0.08,turn_right
Circuito Invertido/straight/20250614_101010_447225.jpg,-0.004,straight
Middle Section Normal/turn_left/20250616_211214_992471.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_095349_530665.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100951_192651.jpg,0.032,turn_right
Circuito Invertido/turn_right/20250614_100743_591925.jpg,0.036,turn_right
Circuito Normal/straight/20250614_094052_068448.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100215_227869.jpg,0.084,turn_right
Circuito Invertido/straight/20250614_100149_530885.jpg,-0.004,straight
Middle Section Normal/straight/20250616_210942_026621.jpg,0.0,straight
Circuito Normal/straight/20250614_095751_850918.jpg,0.0,straight
Circuito Normal/straight/20250614_094913_025328.jpg,-0.005,straight
Circuito Medio Normal/turn_left/20250614_101606_609231.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_095522_929288.jpg,0.005,straight
Circuito Normal/straight/20250614_095758_318750.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195930_273773.jpg,-0.078,turn_left
Middle Section Normal Extra/turn_right/20250618_195659_141252.jpg,0.09,turn_right
Circuito Normal/turn_left/20250614_094754_362766.jpg,-0.105,turn_left
Middle Section Normal Extra/turn_left/20250618_200127_959147.jpg,-0.08,turn_left
Circuito Invertido/turn_right/20250614_100722_007170.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100042_765242.jpg,0.056,turn_right
Circuito Normal/turn_left/20250614_094320_749618.jpg,-0.06,turn_left
Middle Section Normal Extra/turn_left/20250618_195722_694451.jpg,-0.066,turn_left
Circuito Normal/turn_right/20250614_094902_269682.jpg,0.035,turn_right
Circuito Normal/turn_left/20250614_095440_836142.jpg,-0.05,turn_left
Circuito Normal/straight/20250614_095257_863828.jpg,0.0,straight
Circuito Invertido/straight/20250614_101300_489214.jpg,-0.004,straight
Circuito Normal/turn_left/20250614_095009_600997.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_095311_883344.jpg,-0.055,turn_left
Circuito Invertido/turn_right/20250614_100825_958224.jpg,0.048,turn_right
Circuito Normal/turn_left/20250614_095519_839304.jpg,-0.06,turn_left
Middle Section Normal/turn_left/20250616_211028_523788.jpg,-0.036,turn_left
Circuito Invertido/turn_left/20250614_100738_255727.jpg,-0.068,turn_left
Circuito Normal/straight/20250614_094057_843390.jpg,-0.02,straight
Circuito Invertido/straight/20250614_101140_406212.jpg,0.012,straight
Circuito Medio Invertido/turn_right/20250614_102106_856081.jpg,0.036,turn_right
Circuito Invertido/turn_right/20250614_101214_638762.jpg,0.08,turn_right
Middle Section Normal/turn_left/20250616_211351_519465.jpg,-0.074,turn_left
Circuito Normal/turn_left/20250614_094705_131932.jpg,-0.075,turn_left
Circuito Normal/turn_left/20250614_095139_234323.jpg,-0.05,turn_left
Middle Section Normal Extra/turn_left/20250618_195935_277669.jpg,-0.06,turn_left
Circuito Invertido/straight/20250614_100054_800488.jpg,-0.004,straight
Circuito Normal/straight/20250614_094728_382605.jpg,-0.015,straight
Maniobras/straight/20250621_112222_848732.jpg,-0.022,straight
Middle Section Normal Extra/turn_left/20250618_195803_590096.jpg,-0.048,turn_left
Middle Section Normal Extra/turn_left/20250618_200127_263236.jpg,-0.08,turn_left
Circuito Invertido/straight/20250614_100803_284840.jpg,-0.0,straight
Circuito Invertido/straight/20250614_100126_681492.jpg,-0.004,straight
Circuito Invertido/turn_left/20250614_100912_088055.jpg,-0.044,turn_left
Middle Section Normal Extra/straight/20250618_200035_112593.jpg,0.02,straight
Circuito Medio Invertido/straight/20250614_102219_719416.jpg,-0.0,straight
Middle Section Normal Extra/turn_right/20250618_200104_389049.jpg,0.072,turn_right
Circuito Normal/straight/20250614_095220_103901.jpg,0.02,straight
Circuito Invertido/turn_right/20250614_100639_037727.jpg,0.084,turn_right
Middle Section Normal/turn_left/20250616_211023_221087.jpg,-0.06,turn_left
Circuito Medio Invertido/turn_right/20250614_102139_458686.jpg,0.052,turn_right
Circuito Normal/straight/20250614_095237_535018.jpg,-0.015,straight
Maniobras/turn_right/20250621_112330_911539.jpg,0.036,turn_right
Circuito Normal/turn_left/20250614_094919_821727.jpg,-0.04,turn_left
Dark Section/turn_left/20250618_201826_893793.jpg,-0.068,turn_left
Circuito Normal/straight/20250614_095552_215134.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100957_856551.jpg,0.036,turn_right
Circuito Normal/turn_left/20250614_094631_657650.jpg,-0.085,turn_left
Circuito Invertido/straight/20250614_100220_816879.jpg,0.004,straight
Middle Section Normal/turn_left/20250616_211214_663909.jpg,-0.06,turn_left
Circuito Normal/turn_left/20250614_094325_021676.jpg,-0.1,turn_left
Circuito Medio Invertido/turn_right/20250614_102159_587043.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094311_327260.jpg,0.005,straight
Middle Section Normal/turn_right/20250616_211131_509688.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_100816_924941.jpg,0.04,turn_right
Circuito Normal/turn_left/20250614_095013_597955.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_094611_342391.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094829_234495.jpg,-0.02,straight
Circuito Normal/straight/20250614_095500_238617.jpg,0.0,straight
Circuito Normal/straight/20250614_094002_222713.jpg,0.005,straight
Middle Section Normal Extra/turn_left/20250618_195719_148237.jpg,-0.08,turn_left
Maniobras/turn_left/20250621_112420_273350.jpg,-0.036,turn_left
Middle Section Normal/turn_left/20250616_210949_559628.jpg,-0.094,turn_left
Circuito Normal/turn_right/20250614_095056_742476.jpg,0.11,turn_right
Circuito Normal/turn_left/20250614_094640_583952.jpg,-0.08,turn_left
Circuito Normal/turn_left/20250614_094905_575632.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_095154_778224.jpg,-0.08,turn_left
Circuito Normal/straight/20250614_095645_602473.jpg,0.005,straight
Dark Section/turn_left/20250618_201739_849922.jpg,-0.046,turn_left
Circuito Normal/straight/20250614_094338_101572.jpg,-0.01,straight
Circuito Medio Invertido/straight/20250614_101956_263640.jpg,0.016,straight
Dark Section/turn_left/20250618_201745_688222.jpg,-0.11,turn_left
Circuito Invertido/turn_right/20250614_101121_106550.jpg,0.112,turn_right
Circuito Invertido/straight/20250614_100110_673302.jpg,0.024,straight
Circuito Medio Invertido/turn_right/20250614_102210_703257.jpg,0.036,turn_right
